pattern,unit,book
What is it?,UNIT 13,Book 7
"When you want to buy shoes, where do you go?",UNIT 13,Book 7
Is there a shoe shop near where you live?,UNIT 13,Book 7
When was the last time you were at the shoe shop?,UNIT 13,Book 7
nan,UNIT 13,Book 7
What is it?,UNIT 13,Book 7
"When you want to buy school supplies, where do you go?",UNIT 13,Book 7
What can you buy at the stationer's shop?,UNIT 13,Book 7
Is there a stationer's shop near where you live?,UNIT 13,Book 7
nan,UNIT 13,Book 7
nan,UNIT 13,Book 7
nan,UNIT 13,Book 7
nan,UNIT 13,Book 7
nan,UNIT 13,Book 7
nan,UNIT 14,Book 7
What do these people have?,UNIT 14,Book 7
What is he drinking?,UNIT 14,Book 7
Do you drink coffee every day?,UNIT 14,Book 7
What is your favourite coffee?,UNIT 14,Book 7
Do you drink coffee in the morning?,UNIT 14,Book 7
Who drinks coffee in your family?,UNIT 14,Book 7
Are you addicted to coffee?,UNIT 14,Book 7
Do you prefer white or black coffee?,UNIT 14,Book 7
Do you drink Inka coffee at home?,UNIT 14,Book 7
Do you drink iced coffee?,UNIT 14,Book 7
What coffee is better: ground coffee or instant coffee?,UNIT 14,Book 7
What coffee is more popular in Poland: ground coffee or instant coffee?,UNIT 14,Book 7
Do you drink coffee when you study?,UNIT 14,Book 7
Is coffee healthy or unhealthy?,UNIT 14,Book 7
Should or shouldn't you drink coffee?,UNIT 14,Book 7
Should you drink coffee at night?,UNIT 14,Book 7
How many cups of coffee or tea can you drink every day?,UNIT 14,Book 7
nan,UNIT 14,Book 7
What is your opinion on gaming?,UNIT 14,Book 7
How many hours a day do you spend on gaming?,UNIT 14,Book 7
Are you addicted to gaming?,UNIT 14,Book 7
How many hours a day should you be gaming?,UNIT 14,Book 7
Do you have a gaming chair?,UNIT 14,Book 7
Do you have a gaming laptop?,UNIT 14,Book 7
Do you have VR gaming at home?,UNIT 14,Book 7
Should you game all night?,UNIT 14,Book 7
Is VR gaming good or bad?,UNIT 14,Book 7
Do you prefer to game alone or with friends?,UNIT 14,Book 7
Is it easy to stop gaming?,UNIT 14,Book 7
Is gaming very addictive?,UNIT 14,Book 7
nan,UNIT 14,Book 7
What is your favourite social media?,UNIT 14,Book 7
What social media do you prefer to use?,UNIT 14,Book 7
What social media is popular in Poland?,UNIT 14,Book 7
Are you addicted to social media?,UNIT 14,Book 7
Do you use social media before going to bed?,UNIT 14,Book 7
Do you use social media to relax?,UNIT 14,Book 7
Do you use social media when you are eating?,UNIT 14,Book 7
Are your friends addicted to social media?,UNIT 14,Book 7
Can you survive without social media?,UNIT 14,Book 7
Do you use social media to communicate with your friends?,UNIT 14,Book 7
How many hours a day do you spend on social media?,UNIT 14,Book 7
How many hours should you spend on social media?,UNIT 14,Book 7
Is it healthy or unhealthy to use social media at night?,UNIT 14,Book 7
Is it easy to stop using social media?,UNIT 14,Book 7
Which is the most addictive social media: TikTok or Instagram?,UNIT 14,Book 7
Is social media a very dangerous or safe addiction?,UNIT 14,Book 7
nan,UNIT 14,Book 7
What is the man doing?,UNIT 14,Book 7
Do you go to the shopping mall with your parents or friends?,UNIT 14,Book 7
Where do you go shopping?,UNIT 14,Book 7
Do you prefer food shopping or clothes shopping?,UNIT 14,Book 7
Do you prefer to do your shopping on your phone or in a shopping mall?,UNIT 14,Book 7
Is shopping interesting or boring?,UNIT 14,Book 7
What shopping malls are in Krakow?,UNIT 14,Book 7
Is there a shopping mall near where you live?,UNIT 14,Book 7
Should you have money when shopping?,UNIT 14,Book 7
Are you addicted to shopping?,UNIT 14,Book 7
Are your friends addicted to shopping?,UNIT 14,Book 7
Were you at the shopping mall last weekend?,UNIT 14,Book 7
Do you do a lot or a little shopping?,UNIT 14,Book 7
Do you go on shopping vacations?,UNIT 14,Book 7
How often do you visit the shopping mall?,UNIT 14,Book 7
Is it easy or difficult to stop a shopping addiction?,UNIT 14,Book 7
Is shopping stressful or relaxing?,UNIT 14,Book 7
nan,UNIT 14,Book 7
What are they doing?,UNIT 14,Book 7
Is smoking popular in your country?,UNIT 14,Book 7
Does anybody in your family smoke?,UNIT 14,Book 7
Is smoking addictive?,UNIT 14,Book 7
Is smoking fashionable or unfashionable?,UNIT 14,Book 7
Is smoking good or bad for the lungs?,UNIT 14,Book 7
Is smoking healthy or unhealthy?,UNIT 14,Book 7
What are the dangers of smoking?,UNIT 14,Book 7
Which is more dangerous: a coffee addiction or a smoking addiction?,UNIT 14,Book 7
What can smoking destroy?,UNIT 14,Book 7
Can smoking kill?,UNIT 14,Book 7
Do you like the smell of cigarettes?,UNIT 14,Book 7
Is it easy or difficult to stop smoking?,UNIT 14,Book 7
What can happen when you smoke too much?,UNIT 14,Book 7
Is smoking cheap or expensive?,UNIT 14,Book 7
nan,UNIT 14,Book 7
What is he doing?,UNIT 14,Book 7
What is she drinking?,UNIT 14,Book 7
What is she doing?,UNIT 14,Book 7
Is it easy or difficult to stop drinking alcohol?,UNIT 14,Book 7
Should we drink alcohol?,UNIT 14,Book 7
Is this man addicted to alcohol?,UNIT 14,Book 7
Is drinking addictive?,UNIT 14,Book 7
Does Piccolo have alcohol?,UNIT 14,Book 7
How old must you be to buy alcohol?,UNIT 14,Book 7
Is drinking a lot of alcohol a good or bad idea?,UNIT 14,Book 7
How much alcohol does this bottle contain?,UNIT 14,Book 7
Is drinking alcohol healthy or unhealthy?,UNIT 14,Book 7
What happens when you drink too much alcohol?,UNIT 14,Book 7
nan,UNIT 14,Book 7
What is he addicted to?,UNIT 14,Book 7
What is she addicted to?,UNIT 14,Book 7
What is he addicted to?,UNIT 14,Book 7
What is he addicted to?,UNIT 14,Book 7
What is he addicted to?,UNIT 14,Book 7
How many hours of TV do you watch on your phone?,UNIT 14,Book 7
How many hours should kids stay on screens every day?,UNIT 14,Book 7
What happens when you sit too long on the screen?,UNIT 14,Book 7
How many hours of TV do you watch every day?,UNIT 14,Book 7
Is television addictive?,UNIT 14,Book 7
How many hours do you spend on the computer every day?,UNIT 14,Book 7
Do you switch off the phone screen before going to sleep?,UNIT 14,Book 7
Is it healthy or unhealthy to sit in front of the screen all day?,UNIT 14,Book 7
Do you watch football on TV?,UNIT 14,Book 7
Do you have a TV at home?,UNIT 14,Book 7
Do you watch TV in the kitchen?,UNIT 14,Book 7
What type of TV shows do you watch at home?,UNIT 14,Book 7
Do you watch TV with your family?,UNIT 14,Book 7
Do you watch sports on TV?,UNIT 14,Book 7
Where is your TV at home?,UNIT 14,Book 7
What TV series do you watch?,UNIT 14,Book 7
nan,UNIT 14,Book 7
Do you watch Netflix on the TV or on the phone?,UNIT 14,Book 7
What are they addicted to?,UNIT 14,Book 7
What is the man addicted to?,UNIT 14,Book 7
Are drugs good or bad for your body?,UNIT 14,Book 7
Are drugs safe or dangerous?,UNIT 14,Book 7
Is it easy or difficult to stop taking drugs?,UNIT 14,Book 7
Are drugs addictive?,UNIT 14,Book 7
Should you take drugs?,UNIT 14,Book 7
Is it legal or illegal to sell drugs?,UNIT 14,Book 7
nan,UNIT 14,Book 7
Who is bullying whom?,UNIT 14,Book 7
Is there bullying in your school?,UNIT 14,Book 7
What types of bullying are there?,UNIT 14,Book 7
Should we bully others?,UNIT 14,Book 7
Is bullying good or bad?,UNIT 14,Book 7
Is there bullying in your school?,UNIT 14,Book 7
Is it easy or difficult to stop bullying?,UNIT 14,Book 7
What should you do when you see a bully?,UNIT 14,Book 7
nan,UNIT 14,Book 7
What is 'crime' in Polish?,UNIT 14,Book 7
Is there a lot or a little crime near where you live?,UNIT 14,Book 7
What should we do with people who commit crimes?,UNIT 14,Book 7
Is it easy or difficult to stop crime?,UNIT 14,Book 7
What crime is he committing?,UNIT 14,Book 7
What crime is he committing?,UNIT 14,Book 7
What crime are they committing?,UNIT 14,Book 7
What crime is he committing?,UNIT 14,Book 7
What is the pickpocket doing?,UNIT 14,Book 7
What crime is he committing?,UNIT 14,Book 7
nan,UNIT 14,Book 7
Who are they?,UNIT 14,Book 7
Is there a refugee camp near where you live?,UNIT 14,Book 7
Where are the refugees living?,UNIT 14,Book 7
Does your country have many or few refugees?,UNIT 14,Book 7
Are refugee camps comfortable or uncomfortable?,UNIT 14,Book 7
Do refugees have good or bad living conditions?,UNIT 14,Book 7
Do refugees have an easy or difficult life?,UNIT 14,Book 7
Where are the refugees?,UNIT 14,Book 7
nan,UNIT 14,Book 7
Where do refugees come from?,UNIT 14,Book 7
Where is the dog?,UNIT 14,Book 7
Is there an animal shelter near where you live?,UNIT 14,Book 7
Are animal shelters important for animals?,UNIT 14,Book 7
Have you ever volunteered in an animal shelter?,UNIT 14,Book 7
Should there be animal shelters?,UNIT 14,Book 7
Have you ever got a pet from an animal shelter?,UNIT 14,Book 7
Have you ever visited an animal shelter?,UNIT 14,Book 7
Would you like to volunteer in an animal shelter?,UNIT 14,Book 7
nan,UNIT 14,Book 7
Is the man employed or unemployed?,UNIT 14,Book 7
Is it easy or difficult to find a job?,UNIT 14,Book 7
"If unemployed, where should you go?",UNIT 14,Book 7
How is she looking for a job?,UNIT 14,Book 7
Are there many unemployed people in Poland?,UNIT 14,Book 7
nan,UNIT 14,Book 7
What is the matter with the man?,UNIT 14,Book 7
Do homeless people have a house to live in?,UNIT 14,Book 7
Are there homeless people in your country?,UNIT 14,Book 7
Are there homeless people near where you live?,UNIT 14,Book 7
Where do homeless people sleep at night?,UNIT 14,Book 7
Should we help the homeless?,UNIT 14,Book 7
Do homeless people have an easy or difficult life?,UNIT 14,Book 7
Do homeless people have a lot or a little money?,UNIT 14,Book 7
Do homeless people have a comfortable or uncomfortable situation?,UNIT 14,Book 7
nan,UNIT 14,Book 7
Are these people living in poverty or are they rich?,UNIT 14,Book 7
Are these people living in poverty or are they rich?,UNIT 14,Book 7
Is it easy or difficult to live in poverty?,UNIT 14,Book 7
Who has an easier life: a person living in poverty or a person who is rich?,UNIT 14,Book 7
Who has a more comfortable life: a person living in poverty or a person who is rich?,UNIT 14,Book 7
Are there people living in poverty in Poland?,UNIT 14,Book 7
nan,UNIT 14,Book 7
What just happened?,UNIT 14,Book 7
What just happened?,UNIT 14,Book 7
Are there many or few road accidents on the roads in your country?,UNIT 14,Book 7
Is this a big or a small accident?,UNIT 14,Book 7
Is this a big or a small accident?,UNIT 14,Book 7
Should you call the police after an accident?,UNIT 14,Book 7
What should you do when there is a car accident?,UNIT 14,Book 7
Where can you see a car accident?,UNIT 14,Book 7
Are road accidents safe or dangerous?,UNIT 14,Book 7
Have you ever had a road accident?,UNIT 14,Book 7
nan,UNIT 14,Book 7
What does this sign mean?,UNIT 14,Book 7
Where is the man?,UNIT 14,Book 7
Is the lift working or out of order?,UNIT 14,Book 7
Do you prefer the lift or the stairs?,UNIT 14,Book 7
Is the lift working or out of order?,UNIT 14,Book 7
"If the lift is out of order, what should we do?",UNIT 14,Book 7
Why is the boy angry?,UNIT 14,Book 7
What will you do if the lift is out of order?,UNIT 14,Book 7
What should you do when the lift is out of order?,UNIT 14,Book 7
What does this sign mean?,UNIT 14,Book 7
What is 'Mind your head' in Polish?,UNIT 14,Book 7
What has just happened?,UNIT 14,Book 7
Why should he mind his head?,UNIT 14,Book 7
What does this sign mean?,UNIT 14,Book 7
What does this sign mean in Polish?,UNIT 14,Book 7
Should you enter the garden?,UNIT 14,Book 7
What does this sign mean?,UNIT 14,Book 7
Can you use a camera in this museum?,UNIT 14,Book 7
Should you take photos in this museum?,UNIT 14,Book 7
What does this sign mean?,UNIT 14,Book 7
What is he doing?,UNIT 14,Book 7
Should he smoke in the toilets?,UNIT 14,Book 7
Should you smoke in the school?,UNIT 14,Book 7
What does this sign mean?,UNIT 14,Book 7
Where can you see this sign?,UNIT 14,Book 7
Should you keep off the grass?,UNIT 14,Book 7
Should people keep off the grass?,UNIT 14,Book 7
What does this sign mean?,UNIT 14,Book 7
What is she doing?,UNIT 14,Book 7
Must you litter in school?,UNIT 14,Book 7
What can happen if you don't use the bins?,UNIT 14,Book 7
What does this sign mean?,UNIT 14,Book 7
Why did the girl fall down?,UNIT 14,Book 7
Should you walk quickly when the floor is slippery?,UNIT 14,Book 7
What does this sign mean?,UNIT 14,Book 7
What sign is it?,UNIT 14,Book 7
What should you use when there is an emergency?,UNIT 14,Book 7
Is there an exit sign in your school?,UNIT 14,Book 7
What color is an exit sign?,UNIT 14,Book 7
What should you do when there is a fire in the building?,UNIT 14,Book 7
Is an exit sign in the building important or unimportant?,UNIT 14,Book 7
Where can you see exit signs?,UNIT 14,Book 7
What does this sign mean?,UNIT 14,Book 7
What is it?,UNIT 14,Book 7
What is he doing?,UNIT 14,Book 7
Do you walk your dog on a lead?,UNIT 14,Book 7
Should she walk the dog on a lead?,UNIT 14,Book 7
Does the dog in the picture have a lead?,UNIT 14,Book 7
Does the dog in the picture have a lead?,UNIT 14,Book 7
What does this sign mean?,UNIT 14,Book 7
Are the chemicals safe or dangerous?,UNIT 14,Book 7
Should you swim here?,UNIT 14,Book 7
Should you play with chemicals?,UNIT 14,Book 7
Should you drive fast here?,UNIT 14,Book 7
What can happen if you drive fast here?,UNIT 14,Book 7
What can happen if you swim here?,UNIT 14,Book 7
"Should you camp here, and why?",UNIT 14,Book 7
What does this sign mean?,UNIT 14,Book 7
What are the people doing?,UNIT 14,Book 7
Do you feed birds when you visit a big city?,UNIT 14,Book 7
Should you feed the birds in the picture?,UNIT 14,Book 7
Should you feed the animals in the zoo?,UNIT 14,Book 7
Should you feed the birds in the park?,UNIT 14,Book 7
What does this sign mean?,UNIT 14,Book 7
What is she doing?,UNIT 14,Book 7
Should you fasten your seatbelt in a car?,UNIT 14,Book 7
Should you fasten your seatbelt on a plane?,UNIT 14,Book 7
What can happen if you don't fasten your seatbelt?,UNIT 14,Book 7
What does this sign mean?,UNIT 14,Book 7
Is the surface hot or cold?,UNIT 14,Book 7
What is the boy doing?,UNIT 14,Book 7
Should the boy touch the surface?,UNIT 14,Book 7
What can happen when you touch the hot surface?,UNIT 14,Book 7
What does this sign mean?,UNIT 14,Book 7
What is the boy looking at?,UNIT 14,Book 7
Should the boy look at the pedestrian crossing sign?,UNIT 14,Book 7
What can happen if you don't look at the pedestrian crossing sign?,UNIT 14,Book 7
What does this sign mean?,UNIT 14,Book 7
What is the boy doing?,UNIT 14,Book 7
Can the boy fish here?,UNIT 14,Book 7
Can the boy fish here?,UNIT 14,Book 7
What will happen if you fish here?,UNIT 14,Book 7
nan,UNIT 14,Book 7
nan,UNIT 14,Book 7
nan,UNIT 14,Book 7
nan,UNIT 14,Book 7
nan,UNIT 15,Book 7
nan,UNIT 15,Book 7
nan,UNIT 15,Book 7
How do you say the date correctly?,UNIT 15,Book 7
nan,UNIT 15,Book 7
What is the first month?,UNIT 15,Book 7
When is New Year's?,UNIT 15,Book 7
When is New Year's Day?,UNIT 15,Book 7
Do you celebrate New Year's at home or outside?,UNIT 15,Book 7
Do you celebrate New Year's with your family?,UNIT 15,Book 7
Do you celebrate New Year's with your friends?,UNIT 15,Book 7
What do you do on New Year's?,UNIT 15,Book 7
Do you light fireworks during New Year's Eve?,UNIT 15,Book 7
Do you watch the firework show on New Year's?,UNIT 15,Book 7
Where did you spend last New Year's?,UNIT 15,Book 7
nan,UNIT 15,Book 7
What is the second month?,UNIT 15,Book 7
When is Valentine's Day?,UNIT 15,Book 7
When is Valentine's Day?,UNIT 15,Book 7
Do you celebrate Valentine's Day?,UNIT 15,Book 7
Do you eat chocolate on Valentine's Day?,UNIT 15,Book 7
Do you get Valentine's presents?,UNIT 15,Book 7
Do you give Valentine's flowers?,UNIT 15,Book 7
Do you give Valentine's presents?,UNIT 15,Book 7
What did you do last Valentine's?,UNIT 15,Book 7
nan,UNIT 15,Book 7
What is the third month?,UNIT 15,Book 7
When do you celebrate Easter?,UNIT 15,Book 7
When is Women's Day?,UNIT 15,Book 7
When is Women's Day?,UNIT 15,Book 7
Do you hide chocolate Easter eggs?,UNIT 15,Book 7
Do you celebrate Easter?,UNIT 15,Book 7
Do you eat chocolate Easter eggs on Easter Day?,UNIT 15,Book 7
When is Easter this year?,UNIT 15,Book 7
Do you go Easter egg hunting on Easter Day?,UNIT 15,Book 7
Do you eat Easter eggs on Easter Day?,UNIT 15,Book 7
Do you go to church during Easter?,UNIT 15,Book 7
Do you celebrate Women's Day?,UNIT 15,Book 7
nan,UNIT 15,Book 7
What is the fourth month?,UNIT 15,Book 7
When is April Fool's Day?,UNIT 15,Book 7
When is April Fool's Day?,UNIT 15,Book 7
Do you like to play tricks?,UNIT 15,Book 7
Is this a funny April Fool's trick?,UNIT 15,Book 7
Is this a funny April Fool's trick?,UNIT 15,Book 7
Do you play tricks on April Fool's Day?,UNIT 15,Book 7
What tricks do you play?,UNIT 15,Book 7
nan,UNIT 15,Book 7
What is the fifth month?,UNIT 15,Book 7
When is Constitution Day?,UNIT 15,Book 7
When is Labour Day?,UNIT 15,Book 7
When is the long weekend?,UNIT 15,Book 7
What do you do during the long weekend?,UNIT 15,Book 7
Do you have grills during the long May weekend?,UNIT 15,Book 7
Do people work or relax on Labour's Day?,UNIT 15,Book 7
nan,UNIT 15,Book 7
What is the sixth month?,UNIT 15,Book 7
When does vacation start?,UNIT 15,Book 7
When is Children's Day?,UNIT 15,Book 7
When is Father's Day?,UNIT 15,Book 7
When is Father's Day?,UNIT 15,Book 7
Are you happy or sad when vacation starts?,UNIT 15,Book 7
nan,UNIT 15,Book 7
What is the seventh month?,UNIT 15,Book 7
When does summer vacation start?,UNIT 15,Book 7
What is a popular holiday in the USA on the 4th of July?,UNIT 15,Book 7
What do you do in July?,UNIT 15,Book 7
nan,UNIT 15,Book 7
What is the eighth month?,UNIT 15,Book 7
When does vacation end?,UNIT 15,Book 7
Is it hot or cold in August?,UNIT 15,Book 7
nan,UNIT 15,Book 7
What is the ninth month?,UNIT 15,Book 7
When does school start?,UNIT 15,Book 7
Are you happy to go to school?,UNIT 15,Book 7
When did school start this year?,UNIT 15,Book 7
nan,UNIT 15,Book 7
What is the tenth month?,UNIT 15,Book 7
When is Halloween?,UNIT 15,Book 7
When is Halloween?,UNIT 15,Book 7
Do you celebrate Halloween?,UNIT 15,Book 7
Do you trick or treat?,UNIT 15,Book 7
Do you get Halloween presents?,UNIT 15,Book 7
Do you go to Halloween parties?,UNIT 15,Book 7
What costumes do kids wear during Halloween?,UNIT 15,Book 7
What costumes do kids wear during Halloween?,UNIT 15,Book 7
What costumes do kids wear during Halloween?,UNIT 15,Book 7
What costumes do kids wear during Halloween?,UNIT 15,Book 7
What costumes do kids wear during Halloween?,UNIT 15,Book 7
Do you eat Halloween candy?,UNIT 15,Book 7
nan,UNIT 15,Book 7
Do you carve pumpkins?,UNIT 15,Book 7
Do you decorate the house with Halloween decorations?,UNIT 15,Book 7
What is the eleventh month?,UNIT 15,Book 7
When is Independence Day?,UNIT 15,Book 7
When is Independence Day?,UNIT 15,Book 7
nan,UNIT 15,Book 7
What is the twelfth month?,UNIT 15,Book 7
Which month is Christmas?,UNIT 15,Book 7
When is Christmas?,UNIT 15,Book 7
Do you celebrate Christmas?,UNIT 15,Book 7
Do you get Christmas presents?,UNIT 15,Book 7
Do you have a Christmas tree?,UNIT 15,Book 7
Do you decorate the house?,UNIT 15,Book 7
Do you decorate the Christmas tree?,UNIT 15,Book 7
Do you have a Christmas stocking?,UNIT 15,Book 7
Do you prefer Easter or Christmas?,UNIT 15,Book 7
nan,UNIT 15,Book 7
nan,UNIT 15,Book 7
When is your birthday?,UNIT 15,Book 7
Do you celebrate your birthday with friends?,UNIT 15,Book 7
nan,UNIT 15,Book 7
Do you celebrate your birthday with family?,UNIT 15,Book 7
Do you have birthday parties?,UNIT 15,Book 7
Do you have birthday cake on your birthday?,UNIT 15,Book 7
Do you buy or make your birthday cake?,UNIT 15,Book 7
Do you celebrate your birthday party at home or go out?,UNIT 15,Book 7
Do you get birthday cards on your birthday?,UNIT 15,Book 7
Do you wear birthday hats on your birthday?,UNIT 15,Book 7
Do you have birthday candles?,UNIT 15,Book 7
Do you celebrate your birthday online with friends?,UNIT 15,Book 7
nan,UNIT 15,Book 7
What are they celebrating?,UNIT 15,Book 7
Where are they getting engaged?,UNIT 15,Book 7
Is it romantic to get engaged?,UNIT 15,Book 7
What do you have on your finger when you get engaged?,UNIT 15,Book 7
Do you want to get engaged?,UNIT 15,Book 7
Will you get engaged in the future?,UNIT 15,Book 7
What are they celebrating?,UNIT 15,Book 7
Do you celebrate communions in your country?,UNIT 15,Book 7
When do people usually celebrate communions in your country?,UNIT 15,Book 7
nan,UNIT 15,Book 7
Have you celebrated your communion?,UNIT 15,Book 7
What do people get when they celebrate the communion?,UNIT 15,Book 7
Did you have a communion party?,UNIT 15,Book 7
What are they celebrating?,UNIT 15,Book 7
Do you celebrate baptisms in your country?,UNIT 15,Book 7
Where do people celebrate baptisms in your country?,UNIT 15,Book 7
nan,UNIT 15,Book 7
Have you celebrated your baptism?,UNIT 15,Book 7
Do people organize a party when celebrating a baptism?,UNIT 15,Book 7
What are they celebrating?,UNIT 15,Book 7
Do people in Poland celebrate their graduation?,UNIT 15,Book 7
Have you celebrated your graduation?,UNIT 15,Book 7
nan,UNIT 15,Book 7
Do you celebrate graduations in your school?,UNIT 15,Book 7
Do people in Poland get presents when they graduate?,UNIT 15,Book 7
When are you graduating from school?,UNIT 15,Book 7
What are they celebrating?,UNIT 15,Book 7
Do people in Poland celebrate baby showers?,UNIT 15,Book 7
Do you celebrate baby showers in your family?,UNIT 15,Book 7
nan,UNIT 15,Book 7
Do you have baby shower cakes in your family?,UNIT 15,Book 7
Do you have baby shower parties in your family?,UNIT 15,Book 7
What are they celebrating?,UNIT 15,Book 7
Do you buy housewarming presents?,UNIT 15,Book 7
Is buying or building a house cheap or expensive?,UNIT 15,Book 7
nan,UNIT 15,Book 7
Have you ever had a housewarming party?,UNIT 15,Book 7
Have you ever organized a housewarming party?,UNIT 15,Book 7
Have you ever organized a housewarming party?,UNIT 15,Book 7
What are good housewarming presents?,UNIT 15,Book 7
What are they celebrating?,UNIT 15,Book 7
Where do people celebrate wedding ceremonies in your country?,UNIT 15,Book 7
Where do people celebrate wedding ceremonies in your country?,UNIT 15,Book 7
Who can you see in the picture?,UNIT 15,Book 7
nan,UNIT 15,Book 7
What does the bride and groom wear at a wedding?,UNIT 15,Book 7
What are they celebrating?,UNIT 15,Book 7
Where do people celebrate wedding receptions?,UNIT 15,Book 7
Do you eat a lot or a little food at a wedding reception?,UNIT 15,Book 7
nan,UNIT 15,Book 7
Is there a lot or a little food at a wedding reception?,UNIT 15,Book 7
Do you dance at wedding receptions?,UNIT 15,Book 7
What is the bride doing?,UNIT 15,Book 7
When did you last go to a wedding reception?,UNIT 15,Book 7
What are they celebrating?,UNIT 15,Book 7
Do people in Poland have retirement parties?,UNIT 15,Book 7
"Are they working, or are they retired?",UNIT 15,Book 7
nan,UNIT 15,Book 7
Do people retire when they are young or old?,UNIT 15,Book 7
What do retired people do when they stop working?,UNIT 15,Book 7
When do people retire in Poland?,UNIT 15,Book 7
How old do you want to retire from work?,UNIT 15,Book 7
Who in your family is retired?,UNIT 15,Book 7
What is happening in the picture?,UNIT 15,Book 7
Where do funerals take place?,UNIT 15,Book 7
Are funerals happy or sad ceremonies?,UNIT 15,Book 7
nan,UNIT 15,Book 7
nan,UNIT 15,Book 7
nan,UNIT 15,Book 7
nan,UNIT 15,Book 7
nan,UNIT 15,Book 7
nan,UNIT 15,Book 7
nan,UNIT 15,Book 7
nan,UNIT 15,Book 7
nan,UNIT 15,Book 7
nan,UNIT 16,Book 7
Do you prefer home-cooked meals or eating out?,UNIT 16,Book 7
Can you cook?,UNIT 16,Book 7
Do you cook well or badly?,UNIT 16,Book 7
Who cooks at home?,UNIT 16,Book 7
nan,UNIT 16,Book 7
Do you eat out at home?,UNIT 16,Book 7
How often do you eat out?,UNIT 16,Book 7
Do you prefer to eat out in food stalls?,UNIT 16,Book 7
Do you prefer to eat out in a restaurant?,UNIT 16,Book 7
Do you prefer to eat out in fast-food chains?,UNIT 16,Book 7
Where can you eat out near your house?,UNIT 16,Book 7
nan,UNIT 16,Book 7
Is there a Burger King in your country?,UNIT 16,Book 7
Is there a Da Grasso in your country?,UNIT 16,Book 7
Is there a Domino's in your country?,UNIT 16,Book 7
Is there a Hard Rock Cafe in your country?,UNIT 16,Book 7
Is there a Kebab King in your country?,UNIT 16,Book 7
Is there a KFC in your country?,UNIT 16,Book 7
Is there a McDonald's in your country?,UNIT 16,Book 7
Is there a Pizza Hut in your country?,UNIT 16,Book 7
Is there a Starbucks in your country?,UNIT 16,Book 7
Is there a Subway in your country?,UNIT 16,Book 7
Is there a Taco Bell in your country?,UNIT 16,Book 7
nan,UNIT 16,Book 7
What is it?,UNIT 16,Book 7
What is it?,UNIT 16,Book 7
What is it?,UNIT 16,Book 7
"What do you prefer: takeaway, drive-thru, or home delivery?",UNIT 16,Book 7
Do you sometimes order drive-thru coffee?,UNIT 16,Book 7
Do you sometimes order drive-thru McDonald's?,UNIT 16,Book 7
Do you sometimes order home-delivery pizza?,UNIT 16,Book 7
nan,UNIT 16,Book 7
Do you buy food from food trucks?,UNIT 16,Book 7
Are there any food trucks near your house?,UNIT 16,Book 7
Do you prefer to go to a restaurant or eat in a food truck?,UNIT 16,Book 7
What truck is it?,UNIT 16,Book 7
What truck is it?,UNIT 16,Book 7
What truck is it?,UNIT 16,Book 7
What truck is it?,UNIT 16,Book 7
What truck is it?,UNIT 16,Book 7
What truck is it?,UNIT 16,Book 7
What truck is it?,UNIT 16,Book 7
nan,UNIT 16,Book 7
nan,UNIT 16,Book 7
"Is candy sweet, sour, or salty?",UNIT 16,Book 7
"Are crisps sweet, sour, or salty?",UNIT 16,Book 7
"Are lemons sweet, sour, or salty?",UNIT 16,Book 7
"Are lemons sweet, sour, or salty?",UNIT 16,Book 7
"Are jellies sweet, sour, or salty?",UNIT 16,Book 7
Do you prefer sweet or salty popcorn?,UNIT 16,Book 7
Do you prefer sweet or sour grapes?,UNIT 16,Book 7
nan,UNIT 16,Book 7
Is this banana ripe or unripe?,UNIT 16,Book 7
What color are ripe and unripe bananas?,UNIT 16,Book 7
"Which tomato is ripe, and which is unripe?",UNIT 16,Book 7
What bananas do you prefer?,UNIT 16,Book 7
nan,UNIT 16,Book 7
Are bananas and coconuts soft or hard?,UNIT 16,Book 7
Is ice cream soft or hard?,UNIT 16,Book 7
Are pancakes soft or hard?,UNIT 16,Book 7
Do you prefer soft or hard apples?,UNIT 16,Book 7
Do you prefer soft or hard eggs?,UNIT 16,Book 7
Do you prefer soft or hard tacos?,UNIT 16,Book 7
nan,UNIT 16,Book 7
Is chili spicy or mild?,UNIT 16,Book 7
Is Polish food spicy or mild?,UNIT 16,Book 7
Do you prefer mild or spicy chips?,UNIT 16,Book 7
Do you prefer spicy or mild food?,UNIT 16,Book 7
nan,UNIT 16,Book 7
Is the bread fresh or stale?,UNIT 16,Book 7
Is the corn fresh or stale?,UNIT 16,Book 7
Do you buy normal or fresh eggs?,UNIT 16,Book 7
Do you buy normal or fresh milk?,UNIT 16,Book 7
"Which fish is fresh, and which is stale?",UNIT 16,Book 7
nan,UNIT 16,Book 7
Is this water sparkling or still?,UNIT 16,Book 7
Is this water sparkling or still?,UNIT 16,Book 7
What do you prefer to drink: still or sparkling juice?,UNIT 16,Book 7
What do you prefer to drink: still or sparkling water?,UNIT 16,Book 7
nan,UNIT 16,Book 7
Are tortillas crunchy or soggy?,UNIT 16,Book 7
Are cornflakes with no milk crunchy or soggy?,UNIT 16,Book 7
Do you prefer crunchy or soggy cornflakes?,UNIT 16,Book 7
nan,UNIT 16,Book 7
Are fizzy drinks healthy or unhealthy?,UNIT 16,Book 7
Are fruits and vegetables healthy or unhealthy?,UNIT 16,Book 7
Is coffee healthy or unhealthy?,UNIT 16,Book 7
